"AnuragU Weatherlink"
"3/14/23 12:00 AM : 1 Month"
"","","","","","","","","","","","","","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink","AnuragU Weatherlink"
"4/13/23 11:00 AM","34","34","34","32","34","32","15","34","29.95","29.95","29.95","28.34","35","35","35","29","32","29","15","16","14","18","19","18","7","SSE","18","SE","35","35","35","35","35","35","35","1.9","42","42","40","0.0","0.0","700","740","0.5","5","5","0.5","0.000","0.178"
"4/13/23 11:15 AM","35","35","34","33","34","31","16","35","29.94","29.95","29.94","28.34","36","36","35","29","31","29","15","16","14","18","19","18","5","SSE","13","S","36","35","36","36","36","36","35","1.2","43","43","42","0.0","0.0","720","747","--","5","5","0.5","0.000","0.183"
"4/13/23 11:30 AM","35","35","34","33","34","33","16","35","29.94","29.94","29.94","28.33","36","36","36","29","30","28","15","15","15","19","19","18","8","SSE","16","SSE","36","36","36","36","36","36","35","1.9","43","43","42","0.0","0.0","753","766","--","6","6","0.6","0.000","0.182"
"4/13/23 11:45 AM","35","35","34","33","34","32","16","35","29.93","29.94","29.93","28.33","36","36","36","28","30","28","15","16","14","18","19","18","8","ESE","16","ESE","36","36","36","36","36","36","36","1.9","43","44","43","0.0","0.0","755","777","--","6","6","0.6","0.000","0.182"
"4/13/23 12:00 PM","35","35","34","33","34","32","16","35","29.93","29.93","29.92","28.32","36","36","36","28","29","28","15","15","15","18","19","18","6","SE","11","SSE","36","36","36","36","36","36","36","1.5","43","44","43","0.0","0.0","779","819","0.6","6","6","0.6","0.000","0.187"
"4/13/23 12:15 PM","35","35","35","33","34","32","16","35","29.92","29.92","29.92","28.32","37","37","36","28","28","27","15","15","14","18","18","18","5","SE","11","ESE","37","36","37","37","37","37","36","1.3","44","44","43","0.0","0.0","804","824","--","6","6","0.6","0.000","0.192"
"4/13/23 12:30 PM","35","35","35","33","34","32","16","35","29.91","29.92","29.91","28.31","37","37","37","26","27","26","14","15","14","18","19","18","6","ESE","14","SE","37","37","36","37","36","37","36","1.4","44","44","44","0.0","0.0","809","823","--","6","6","0.7","0.000","0.192"
"4/13/23 12:45 PM","35","35","35","32","33","32","16","35","29.90","29.91","29.90","28.30","37","37","37","27","28","25","15","15","14","18","19","17","8","SE","19","SSE","37","37","37","37","37","37","36","2.1","44","44","44","0.0","0.0","806","819","--","6","6","0.6","0.000","0.192"
"4/13/23 1:00 PM","35","35","35","32","33","32","16","35","29.89","29.90","29.89","28.29","37","37","37","28","29","27","15","16","15","19","19","18","7","SE","16","S","37","37","37","37","37","37","37","1.9","45","45","44","0.0","0.0","792","805","0.7","6","6","0.6","0.000","0.195"
"4/13/23 1:15 PM","35","35","35","32","33","32","16","35","29.88","29.89","29.88","28.28","37","37","37","28","29","27","15","16","15","19","19","18","8","SE","16","SE","37","37","37","38","37","38","37","1.9","45","45","44","0.0","0.0","757","782","--","5","6","0.6","0.000","0.195"
"4/13/23 1:30 PM","35","35","35","32","33","32","16","35","29.88","29.89","29.88","28.28","37","37","37","28","30","26","16","17","15","19","20","18","8","SE","16","SE","37","37","38","38","38","38","37","2.0","44","45","44","0.0","0.0","727","786","--","4","5","0.5","0.000","0.196"
"4/13/23 1:45 PM","35","35","35","34","34","32","16","35","29.87","29.88","29.87","28.27","36","37","36","30","31","28","16","17","16","19","20","19","10","SE","16","SE","36","36","36","38","36","38","36","2.5","39","44","39","0.0","0.0","341","645","--","3","4","0.3","0.000","0.185"
"4/13/23 2:00 PM","35","35","35","35","36","33","17","36","29.86","29.87","29.86","28.26","36","36","36","31","33","30","16","17","16","20","20","19","7","SE","13","ESE","36","36","37","37","37","37","36","1.7","43","44","38","0.0","0.0","611","673","0.5","4","4","0.4","0.000","0.189"
"4/13/23 2:15 PM","35","35","35","37","37","35","18","37","29.86","29.87","29.86","28.26","37","37","36","28","31","27","15","17","15","19","20","18","6","SE","13","SE","37","36","37","38","37","38","37","1.5","43","44","43","0.0","0.0","656","668","--","4","4","0.4","0.000","0.193"
"4/13/23 2:30 PM","37","37","35","31","38","31","17","37","29.85","29.86","29.85","28.26","37","37","37","27","29","27","15","16","15","18","19","18","6","SSE","16","SE","37","37","37","38","37","38","37","1.6","43","44","43","0.0","0.0","621","643","--","4","4","0.4","0.000","0.196"
"4/13/23 2:45 PM","38","38","37","26","31","26","16","39","29.85","29.85","29.85","28.25","37","37","37","27","29","27","15","16","15","19","19","18","5","SSE","11","SE","37","37","38","38","38","38","37","1.2","42","43","42","0.0","0.0","493","596","--","3","4","0.3","0.000","0.197"
"4/13/23 3:00 PM","39","39","39","26","27","26","16","40","29.84","29.85","29.84","28.24","38","38","37","27","28","26","16","16","15","19","19","18","5","SE","10","ESE","38","37","38","38","38","38","37","1.1","42","43","42","0.0","0.0","497","533","0.5","3","3","0.3","0.000","0.200"
"4/13/23 3:15 PM","39","39","38","28","28","26","17","40","29.83","29.84","29.83","28.23","37","38","37","28","30","27","16","17","15","19","20","19","7","ESE","18","ESE","37","37","38","38","38","38","38","1.6","40","43","40","0.0","0.0","397","503","--","2","3","0.2","0.000","0.195"
"4/13/23 3:30 PM","39","39","38","28","29","27","17","40","29.83","29.84","29.83","28.23","37","37","37","31","32","28","17","17","16","20","20","19","8","SE","19","E","37","37","38","38","38","38","37","2.0","40","41","40","0.0","0.0","365","457","--","2","2","0.2","0.000","0.192"
"4/13/23 3:45 PM","37","39","37","31","31","29","17","39","29.83","29.84","29.83","28.24","36","37","36","32","33","30","17","17","16","20","20","19","6","SE","14","E","36","36","37","38","37","38","37","1.6","38","40","38","0.0","0.0","204","373","--","2","2","0.2","0.000","0.189"
"4/13/23 4:00 PM","37","37","37","31","31","29","17","38","29.84","29.84","29.83","28.24","36","37","36","31","32","30","16","17","16","19","20","19","8","ESE","14","SE","36","36","37","38","37","38","37","1.9","37","39","37","0.0","0.0","188","373","0.3","1","2","0.1","0.000","0.188"
"4/13/23 4:15 PM","36","37","36","32","32","30","17","38","29.83","29.84","29.83","28.23","36","36","36","34","34","31","17","17","16","20","20","19","8","ESE","13","ESE","36","36","37","37","37","37","37","2.0","37","37","36","0.0","0.0","87","98","--","1","1","0.1","0.000","0.183"
"4/13/23 4:30 PM","36","36","36","34","34","32","18","37","29.84","29.84","29.83","28.24","36","36","36","36","36","34","18","18","18","21","21","20","3","ESE","10","E","36","36","37","37","37","37","37","0.8","37","37","36","0.0","0.0","68","74","--","0","1","0.0","0.000","0.180"
"4/13/23 4:45 PM","36","36","36","36","36","34","18","37","29.83","29.84","29.83","28.24","36","36","36","32","36","32","17","18","16","20","21","20","5","NNW","14","W","36","36","36","37","36","37","36","1.1","36","37","35","0.0","0.0","74","83","--","0","0","0.0","0.000","0.180"
"4/13/23 5:00 PM","35","36","35","37","37","36","18","37","29.84","29.84","29.83","28.24","35","36","35","34","34","32","17","17","16","20","20","19","8","N","21","N","35","35","36","36","36","36","36","1.9","36","36","35","0.0","0.0","68","76","0.1","0","0","0.0","0.000","0.175"
"4/13/23 5:15 PM","35","35","35","38","38","37","18","36","29.84","29.84","29.84","28.24","35","35","35","34","35","33","17","17","17","20","20","20","7","N","16","NNE","35","35","36","36","36","36","36","1.8","35","36","35","0.0","0.0","51","62","--","0","0","0.0","0.000","0.174"
"4/13/23 5:30 PM","35","35","34","39","39","38","19","36","29.85","29.85","29.84","28.25","35","35","35","34","35","33","17","17","16","20","20","20","7","NNE","16","NNE","35","35","35","36","35","36","35","1.7","35","35","35","0.0","0.0","38","46","--","0","0","0.0","0.000","0.172"
"4/13/23 5:45 PM","35","35","34","39","40","39","19","36","29.85","29.85","29.85","28.25","35","35","35","35","35","34","17","17","17","20","20","20","5","N","13","N","35","35","35","36","35","36","35","1.3","35","35","35","0.0","0.0","21","28","--","0","0","0.0","0.000","0.170"
"4/13/23 6:00 PM","34","35","34","40","40","39","19","36","29.86","29.86","29.85","28.26","35","35","35","36","36","34","17","17","17","20","20","20","2","NNW","8","NNW","35","35","36","36","36","36","35","0.5","35","35","34","0.0","0.0","11","16","0.1","0","0","0.0","0.000","0.170"
"4/13/23 6:15 PM","34","34","34","40","40","40","19","36","29.87","29.87","29.86","28.27","34","35","34","37","37","35","17","17","17","20","20","20","6","WSW","13","WSW","34","34","34","36","34","36","34","1.6","33","35","33","0.0","0.0","7","9","--","0","0","0.0","0.000","0.159"
"4/13/23 6:30 PM","33","34","33","42","42","40","19","35","29.87","29.87","29.87","28.27","33","34","33","38","38","37","17","17","17","20","20","20","3","W","13","W","33","33","34","34","34","34","34","0.8","33","33","33","0.0","0.0","0","0","--","0","0","0.0","0.000","0.157"
"4/13/23 6:45 PM","34","34","33","43","43","42","19","36","29.88","29.88","29.87","28.28","33","33","33","39","39","38","17","18","17","20","20","20","3","WSW","8","SSE","33","33","34","34","34","34","34","0.7","33","33","33","0.0","0.0","0","0","--","0","0","0.0","0.000","0.155"
"4/13/23 7:00 PM","34","34","34","42","43","42","19","36","29.89","29.89","29.88","28.28","32","33","32","41","41","39","17","18","17","20","20","20","8","S","18","S","32","32","33","34","33","34","33","2.1","32","33","31","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.142"
"4/13/23 7:15 PM","34","34","34","43","43","42","19","36","29.89","29.89","29.88","28.29","32","32","32","40","41","40","17","17","17","20","20","20","4","SSW","11","S","32","32","33","33","33","33","33","1.0","32","32","32","0.0","0.0","0","0","--","0","0","0.0","0.000","0.144"
"4/13/23 7:30 PM","34","34","34","44","44","43","20","36","29.90","29.90","29.89","28.30","32","32","32","40","41","40","17","17","17","20","20","20","3","SSW","6","SSE","32","32","33","33","33","33","33","0.7","32","32","32","0.0","0.0","0","0","--","0","0","0.0","0.000","0.145"
"4/13/23 7:45 PM","34","34","34","44","44","44","20","36","29.90","29.91","29.90","28.30","33","33","32","40","40","40","17","17","17","20","20","20","1","W","5","WSW","33","32","33","33","33","33","33","0.3","32","32","32","0.0","0.0","0","0","--","0","0","0.0","0.000","0.149"
"4/13/23 8:00 PM","34","34","34","45","45","44","20","36","29.91","29.91","29.91","28.31","33","33","33","40","44","40","17","19","17","20","21","20","0","W","2","W","33","33","34","34","34","34","33","0.0","32","33","32","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.149"
"4/13/23 8:15 PM","34","34","34","45","45","45","20","36","29.92","29.92","29.91","28.32","32","33","32","44","44","41","18","19","17","21","21","20","2","SSE","13","SE","32","32","33","34","33","34","33","0.6","32","33","31","0.0","0.0","0","0","--","0","0","0.0","0.000","0.141"
"4/13/23 8:30 PM","34","34","34","46","46","45","20","36","29.92","29.92","29.92","28.32","32","32","32","43","45","42","18","18","17","20","21","20","1","ENE","5","E","32","32","33","33","33","33","32","0.4","32","32","31","0.0","0.0","0","0","--","0","0","0.0","0.000","0.139"
"4/13/23 8:45 PM","34","34","34","46","46","46","21","37","29.92","29.93","29.92","28.32","32","32","32","45","44","42","18","18","17","21","21","20","2","NNE","6","NNE","32","32","33","33","33","33","32","0.6","32","32","31","0.0","0.0","0","0","--","0","0","0.0","0.000","0.138"
"4/13/23 9:00 PM","34","34","34","45","46","45","20","36","29.94","29.94","29.93","28.34","31","32","31","45","45","43","18","18","17","21","21","20","5","SSE","14","S","31","31","32","33","32","33","32","1.2","31","32","31","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.135"
"4/13/23 9:15 PM","34","34","34","46","46","45","20","37","29.94","29.94","29.94","28.34","31","31","31","46","46","45","18","18","18","21","21","20","4","SSE","10","S","31","31","32","32","32","32","32","0.9","31","31","31","0.0","0.0","0","0","--","0","0","0.0","0.000","0.134"
"4/13/23 9:30 PM","34","34","34","46","46","46","20","37","29.94","29.95","29.94","28.34","31","31","31","48","48","46","19","19","18","21","21","21","4","SE","10","SSE","31","31","32","32","32","32","32","1.0","31","31","31","0.0","0.0","0","0","--","0","0","0.0","0.000","0.131"
"4/13/23 9:45 PM","34","34","34","46","46","46","21","37","29.95","29.95","29.94","28.34","31","31","31","47","49","47","18","19","18","21","21","21","4","SSE","10","S","31","31","32","32","32","32","32","1.0","31","31","31","0.0","0.0","0","0","--","0","0","0.0","0.000","0.129"
"4/13/23 10:00 PM","34","34","34","46","46","46","21","37","29.95","29.95","29.94","28.34","31","31","31","46","47","46","18","18","18","20","21","20","3","SSE","6","S","31","31","32","32","32","32","32","0.8","31","31","31","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.129"
"4/13/23 10:15 PM","34","34","33","47","47","46","21","37","29.95","29.95","29.94","28.34","31","31","31","47","47","46","18","18","18","21","21","20","4","SSE","6","S","31","31","32","32","32","32","32","0.9","31","31","31","0.0","0.0","0","0","--","0","0","0.0","0.000","0.128"
"4/13/23 10:30 PM","34","34","33","48","48","47","21","37","29.94","29.95","29.94","28.34","30","31","30","50","50","47","19","19","18","21","21","21","1","SSE","5","S","30","30","32","32","32","32","31","0.3","31","31","30","0.0","0.0","0","0","--","0","0","0.0","0.000","0.126"
"4/13/23 10:45 PM","34","34","33","48","48","48","21","37","29.94","29.94","29.94","28.34","30","30","30","50","50","49","19","19","18","21","21","21","1","SSE","6","SSE","30","30","32","32","32","32","31","0.3","31","31","30","0.0","0.0","0","0","--","0","0","0.0","0.000","0.125"
"4/13/23 11:00 PM","33","34","33","48","48","47","21","37","29.94","29.94","29.93","28.33","30","30","30","53","53","50","19","19","19","21","21","21","3","E","5","ESE","30","30","31","32","31","32","31","0.7","30","31","30","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.120"
"4/13/23 11:15 PM","33","34","33","48","48","48","21","37","29.93","29.94","29.93","28.33","30","30","30","52","53","52","19","19","19","21","21","21","1","SE","5","SE","30","30","31","31","31","31","31","0.3","30","31","30","0.0","0.0","0","0","--","0","0","0.0","0.000","0.120"
"4/13/23 11:30 PM","33","33","33","49","49","48","21","37","29.93","29.94","29.93","28.33","30","30","30","52","52","52","19","19","19","21","21","21","2","SE","6","SE","30","30","31","31","31","31","31","0.6","30","30","30","0.0","0.0","0","0","--","0","0","0.0","0.000","0.119"
"4/13/23 11:45 PM","33","34","33","48","49","48","21","37","29.93","29.93","29.93","28.33","30","30","30","52","52","51","19","19","19","21","21","21","2","SSE","5","SE","30","30","31","31","31","31","31","0.4","30","30","30","0.0","0.0","0","0","--","0","0","0.0","0.000","0.118"
"4/14/23 12:00 AM","33","34","33","49","49","48","21","37","29.92","29.92","29.92","28.32","29","30","29","53","54","51","19","19","18","21","21","21","2","SSE","6","S","29","29","31","31","31","31","31","0.5","30","30","30","0.0","0.0","0","0","0.1","0","0","0.0","0.000","0.116"
